Ponto de Venda,Data,Origem / mídia da sessão,Campanha da sessão,Sessões,Transações,Receita,Origem Agrupada
Site,04/01/2026,(direct) / (none),(direct),7097,609,123723.366662,Outros Canais
Site,06/02/2026,google / cpc,Performance -Guanabara-App-Engajament,7093,373,52885.34005099999,Outros Canais
Site,21/04/2026,google / cpc,Performance -Guanabara-App-Engajament,7072,323,48036.010012000006,Outros Canais
Site,14/07/2025,google / cpc,Performance -Guanabara-App-Engajament,7070,139,23529.960023,Outros Canais
Site,05/01/2026,(direct) / (none),(direct),7056,674,119388.05006499999,Outros Canais
Site,27/07/2025,google / cpc,Performance -Guanabara-App-Engajament,7051,138,17066.830026,Outros Canais
Site,07/08/2025,google / cpc,Performance -Guanabara-App-Engajament,7027,200,27983.070011000003,Outros Canais
Site,09/08/2025,google / cpc,Performance -Guanabara-App-Engajament,7024,191,24380.140057999997,Outros Canais
Site,15/08/2025,google / cpc,Performance -Guanabara-App-Engajament,7003,154,25001.300022000003,Outros Canais
Site,13/07/2025,google / cpc,Performance -Guanabara-App-Engajament,6998,113,14450.419971000003,Outros Canais
Site,17/07/2025,google / cpc,Performance -Guanabara-App-Engajament,6994,141,20870.149982,Outros Canais
Site,06/01/2025,(direct) / (none),(direct),6984,206,41805.949989,Outros Canais
Site,10/08/2025,google / cpc,Performance -Guanabara-App-Engajament,6979,150,17371.370009000002,Outros Canais
Site,19/07/2025,google / cpc,Performance -Guanabara-App-Engajament,6970,127,25946.169996,Outros Canais
Site,15/07/2025,google / cpc,Performance -Guanabara-App-Engajament,6968,158,29716.189994,Outros Canais
Site,13/08/2025,google / cpc,Performance -Guanabara-App-Engajament,6962,168,26006.25995,Outros Canais
Site,29/01/2026,google / cpc,Performance -Guanabara-App-Engajament,6956,330,41486.940033,Outros Canais
Site,27/12/2025,(direct) / (none),(direct),6946,616,120295.55000100001,Outros Canais
Site,08/08/2025,google / cpc,Performance -Guanabara-App-Engajament,6940,178,19347.379957,Outros Canais
Site,02/06/2025,(not set),(not set),6930,7,3774.279996,Outros Canais
Site,03/02/2026,google / cpc,Performance -Guanabara-App-Engajament,6928,308,48068.379988,Outros Canais
Site,17/08/2025,google / cpc,Performance -Guanabara-App-Engajament,6921,166,23666.879967999997,Outros Canais
Site,11/08/2025,google / cpc,Performance -Guanabara-App-Engajament,6909,207,31787.659991,Outros Canais
Site,31/07/2025,google / cpc,Performance -Guanabara-App-Engajament,6880,170,26741.809960000002,Outros Canais
Site,15/12/2025,(direct) / (none),(direct),6878,690,123648.310017,Outros Canais
Site,18/08/2025,google / cpc,Performance -Guanabara-App-Engajament,6857,187,24544.419959,Outros Canais
Site,12/07/2025,google / cpc,Performance -Guanabara-App-Engajament,6855,118,16752.039972,Outros Canais
Site,03/01/2026,(direct) / (none),(direct),6837,537,103833.641607,Outros Canais
Site,07/05/2026,google / cpc,Performance -Guanabara-App-Engajament,6782,259,32019.900049,Outros Canais
Site,22/04/2026,google / cpc,Performance -Guanabara-App-Engajament,6776,322,42190.930028,Outros Canais
Site,01/09/2025,(not set),(not set),6768,15,2564.390003,Outros Canais
Site,27/08/2025,(not set),(not set),6767,2,490.330002,Outros Canais
Site,02/08/2025,google / cpc,Performance -Guanabara-App-Engajament,6760,159,26877.449965999996,Outros Canais
Site,03/01/2025,google / cpc,Performance -Guanabara-App-Engajament,6759,124,30606.180007999992,Outros Canais
Site,06/01/2026,(direct) / (none),(direct),6757,603,123205.259958,Outros Canais
Site,05/08/2025,google / cpc,Performance -Guanabara-App-Engajament,6749,196,31206.479987000006,Outros Canais
Site,08/01/2026,(direct) / (none),(direct),6749,664,116197.570036,Outros Canais
Site,02/09/2025,(not set),(not set),6732,8,1474.269998,Outros Canais
Site,02/01/2025,google / cpc,Performance -Guanabara-App-Engajament,6703,120,18494.949993999995,Outros Canais
Site,04/09/2025,(not set),(not set),6700,10,1256.200002,Outros Canais
Site,06/08/2025,google / cpc,Performance -Guanabara-App-Engajament,6699,204,32300.410011,Outros Canais
Site,16/08/2025,google / cpc,Performance -Guanabara-App-Engajament,6684,139,14711.479994000003,Outros Canais
Site,02/12/2025,google / cpc,Performance -Guanabara-App-Engajament,6675,299,51529.840006,Outros Canais
Site,13/02/2026,google / cpc,Performance -Guanabara-App-Engajament,6666,225,32228.65004,Outros Canais
Site,30/08/2025,(not set),(not set),6651,9,606.090013,Outros Canais
Site,10/02/2026,google / cpc,Performance -Guanabara-App-Engajament,6651,301,45254.41002499999,Outros Canais
Site,13/12/2025,google / cpc,Performance -Guanabara-App-Engajament,6649,320,46498.350033999996,Outros Canais
Site,19/11/2025,(direct) / (none),(direct),6640,795,130273.556727,Outros Canais
Site,07/01/2026,(direct) / (none),(direct),6634,695,134194.85005100002,Outros Canais
Site,19/12/2025,(direct) / (none),(direct),6631,695,120809.07997,Outros Canais
Site,24/04/2026,google / cpc,Performance -Guanabara-App-Engajament,6620,303,35285.35999399999,Outros Canais
Site,11/12/2025,(direct) / (none),(direct),6615,572,95785.679975,Outros Canais
Site,12/01/2026,(direct) / (none),(direct),6605,703,127433.229955,Outros Canais
Site,06/05/2026,google / cpc,Performance -Guanabara-App-Engajament,6605,375,45990.67998900002,Outros Canais
Site,29/08/2025,(not set),(not set),6592,5,537.939999,Outros Canais
Site,21/12/2025,(direct) / (none),(direct),6585,659,115915.470021,Outros Canais
Site,01/02/2026,google / cpc,Performance -Guanabara-App-Engajament,6565,291,38431.190051,Outros Canais
Site,28/07/2025,google / cpc,Performance -Guanabara-App-Engajament,6553,168,28091.340035,Outros Canais
Site,17/11/2025,(direct) / (none),(direct),6544,757,131607.65333,Outros Canais
Site,31/08/2025,(not set),(not set),6526,4,1011.3999970000001,Outros Canais
Site,11/02/2026,google / cpc,Performance -Guanabara-App-Engajament,6526,248,34794.640023999986,Outros Canais
Site,23/04/2026,google / cpc,Performance -Guanabara-App-Engajament,6502,240,31159.059982999992,Outros Canais
Site,16/12/2025,(direct) / (none),(direct),6486,678,131314.930011,Outros Canais
Site,08/05/2026,google / cpc,Performance -Guanabara-App-Engajament,6486,373,45557.38994000001,Outros Canais
Site,08/12/2025,(direct) / (none),(direct),6481,643,121959.56006799999,Outros Canais
Site,04/08/2025,google / cpc,Performance -Guanabara-App-Engajament,6478,170,29104.360042,Outros Canais
Site,18/12/2025,(direct) / (none),(direct),6470,637,107921.57999999999,Outros Canais
Site,31/01/2026,google / cpc,Performance -Guanabara-App-Engajament,6467,279,33000.30996100001,Outros Canais
Site,04/01/2025,(direct) / (none),(direct),6466,196,44389.680058,Outros Canais
Site,16/02/2026,google / cpc,Performance -Guanabara-App-Engajament,6459,236,39026.229971,Outros Canais
Site,12/08/2025,google / cpc,Performance -Guanabara-App-Engajament,6453,142,18161.489975,Outros Canais
Site,24/07/2025,google / cpc,Performance -Guanabara-App-Engajament,6442,184,33523.919994,Outros Canais
Site,08/09/2025,(not set),(not set),6434,3,550.310003,Outros Canais
Site,14/12/2025,google / cpc,Performance -Guanabara-App-Engajament,6432,292,42665.833358,Outros Canais
Site,05/05/2026,google / cpc,Performance -Guanabara-App-Engajament,6424,316,40228.659960000005,Outros Canais
Site,03/09/2025,(not set),(not set),6422,0,0.0,Outros Canais
Site,20/12/2025,(direct) / (none),(direct),6422,694,123720.310151,Outros Canais
Site,16/07/2025,google / cpc,Performance -Guanabara-App-Engajament,6402,158,29270.859999000008,Outros Canais
Site,03/12/2025,google / cpc,Performance -Guanabara-App-Engajament,6384,268,45227.629995,Outros Canais
Site,05/12/2025,(direct) / (none),(direct),6383,580,101852.600034,Outros Canais
Site,28/11/2025,google / cpc,Performance -Guanabara-App-Engajament,6378,294,48403.92001099999,Outros Canais
Site,26/04/2026,google / cpc,Performance -Guanabara-App-Engajament,6375,327,41872.73004,Outros Canais
Site,25/12/2025,(direct) / (none),(direct),6371,635,112592.600092,Outros Canais
Site,30/07/2025,google / cpc,Performance -Guanabara-App-Engajament,6367,193,33064.150005999996,Outros Canais
Site,11/05/2026,google / cpc,Performance -Guanabara-App-Engajament,6339,309,44377.039971,Outros Canais
Site,10/12/2025,google / cpc,Performance -Guanabara-App-Engajament,6331,276,43968.93003,Outros Canais
Site,15/03/2026,google / cpc,Performance -Guanabara-App-Engajament,6311,288,39797.879919,Outros Canais
Site,13/05/2026,google / cpc,Performance -Guanabara-App-Engajament,6274,240,26861.020021999997,Outros Canais
Site,15/01/2026,(direct) / (none),(direct),6272,656,109398.690016,Outros Canais
Site,20/11/2025,(direct) / (none),(direct),6256,722,124003.69165000002,Outros Canais
Site,24/11/2025,(direct) / (none),(direct),6253,763,128325.27503,Outros Canais
Site,06/12/2025,google / cpc,Performance -Guanabara-App-Engajament,6245,259,41641.000038,Outros Canais
Site,18/04/2026,google / cpc,Performance -Guanabara-App-Engajament,6245,278,32283.310018,Outros Canais
Site,25/04/2026,google / cpc,Performance -Guanabara-App-Engajament,6231,249,34109.05001200001,Outros Canais
Site,09/01/2026,(direct) / (none),(direct),6227,593,111032.440038,Outros Canais
Site,01/05/2026,google / cpc,Performance -Guanabara-App-Engajament,6217,255,31719.679939999995,Outros Canais
Site,09/02/2026,google / cpc,Performance -Guanabara-App-Engajament,6216,270,35442.95994600001,Outros Canais
Site,05/09/2025,(not set),(not set),6206,0,0.0,Outros Canais
Site,01/01/2026,(direct) / (none),(direct),6204,635,102949.050015,Outros Canais
Site,14/01/2026,(direct) / (none),(direct),6193,637,115106.280065,Outros Canais
Site,22/03/2026,google / cpc,Performance -Guanabara-App-Engajament,6188,243,29743.379983999992,Outros Canais
Site,05/01/2025,(direct) / (none),(direct),6184,194,43130.05002200001,Outros Canais
Site,07/01/2025,(direct) / (none),(direct),6183,218,45387.919997000005,Outros Canais
Site,23/11/2025,(direct) / (none),(direct),6179,712,115866.661644,Outros Canais
Site,30/11/2025,google / cpc,Performance -Guanabara-App-Engajament,6178,305,40071.314971,Outros Canais
Site,07/12/2025,google / cpc,Performance -Guanabara-App-Engajament,6116,244,33983.460016,Outros Canais
Site,17/02/2026,google / cpc,Performance -Guanabara-App-Engajament,6110,267,35057.659962000005,Outros Canais
Site,14/07/2025,(direct) / (none),(direct),6109,334,82319.099998,Outros Canais
Site,01/12/2025,(direct) / (none),(direct),6101,607,120769.56986799999,Outros Canais
Site,27/11/2025,(direct) / (none),(direct),6094,518,79978.960004,Outros Canais
Site,08/07/2025,google / cpc,Performance -Guanabara-App-Engajament,6090,112,18193.550016,Outros Canais
Site,06/01/2025,google / cpc,Performance -Guanabara-App-Engajament,6078,129,17385.779983,Outros Canais
Site,10/12/2025,(direct) / (none),(direct),6075,587,114165.22010600001,Outros Canais
Site,04/01/2025,google / cpc,Performance -Guanabara-App-Engajament,6070,116,19009.859982000005,Outros Canais
Site,04/12/2025,(direct) / (none),(direct),6060,580,113573.13498,Outros Canais
Site,28/11/2025,(direct) / (none),(direct),6059,561,86176.735054,Outros Canais
Site,13/01/2026,(direct) / (none),(direct),6052,641,105710.710053,Outros Canais
Site,07/09/2025,(not set),(not set),6046,6,997.589999,Outros Canais
Site,15/05/2026,google / cpc,Performance -Guanabara-App-Engajament,6044,291,31902.790012999998,Outros Canais
Site,11/01/2026,(direct) / (none),(direct),6020,592,88731.600125,Outros Canais
Site,06/09/2025,(not set),(not set),6014,4,106.07000599999999,Outros Canais
Site,27/11/2025,google / cpc,Performance -Guanabara-App-Engajament,6008,289,36827.659998999996,Outros Canais
Site,14/05/2026,google / cpc,Performance -Guanabara-App-Engajament,6008,304,35279.02998300001,Outros Canais
Site,27/02/2026,google / cpc,Performance -Guanabara-App-Engajament,5998,311,38828.059967,Outros Canais
Site,05/01/2025,google / cpc,Performance -Guanabara-App-Engajament,5991,110,17573.249992999994,Outros Canais
Site,05/05/2025,(not set),(not set),5991,7,1752.329991,Outros Canais
Site,19/08/2025,google / cpc,Performance -Guanabara-App-Engajament,5953,166,25829.650040999997,Outros Canais
Site,02/05/2026,google / cpc,Performance -Guanabara-App-Engajament,5947,251,30019.870009000002,Outros Canais
Site,13/10/2025,google / cpc,Performance -Guanabara-App-Engajament,5943,254,36633.799986000005,Outros Canais
Site,19/01/2026,(direct) / (none),(direct),5937,644,100404.650015,Outros Canais
Site,09/09/2025,(not set),(not set),5931,3,604.5000010000001,Outros Canais
Site,18/05/2026,google / cpc,Performance -Guanabara-App-Engajament,5925,218,33914.210024,Outros Canais
Site,01/01/2025,(direct) / (none),(direct),5920,217,44773.150026999996,Outros Canais
Site,12/02/2026,google / cpc,Performance -Guanabara-App-Engajament,5913,250,33487.01999,Outros Canais
Site,07/02/2026,google / cpc,Performance -Guanabara-App-Engajament,5900,243,32201.71002099999,Outros Canais
Site,03/05/2026,google / cpc,Performance -Guanabara-App-Engajament,5896,299,38722.23002799999,Outros Canais
Site,10/09/2025,(not set),(not set),5887,11,1120.8300069999998,Outros Canais
Site,12/05/2026,google / cpc,Performance -Guanabara-App-Engajament,5861,226,30848.920007999997,Outros Canais
Site,16/01/2026,(direct) / (none),(direct),5853,637,102077.98499900001,Outros Canais
Site,14/04/2025,google / cpc,Performance -Guanabara-App-Engajament,5848,50,7567.23999,Outros Canais
Site,03/12/2025,(direct) / (none),(direct),5845,501,113245.870043,Outros Canais
Site,07/07/2025,(direct) / (none),(direct),5831,331,65928.590034,Outros Canais
Site,21/11/2025,(direct) / (none),(direct),5809,729,116861.55495300001,Outros Canais
Site,12/12/2025,(direct) / (none),(direct),5809,587,97137.380103,Outros Canais
Site,22/07/2025,google / cpc,Performance -Guanabara-App-Engajament,5807,168,27684.26001,Outros Canais
Site,13/03/2026,google / cpc,Performance -Guanabara-App-Engajament,5775,263,40336.089972,Outros Canais
Site,17/12/2025,(direct) / (none),(direct),5770,597,109999.270065,Outros Canais
Site,25/02/2026,google / cpc,Performance -Guanabara-App-Engajament,5766,202,28479.13004399999,Outros Canais
Site,16/04/2025,(direct) / (none),(direct),5765,112,20771.450029,Outros Canais
Site,19/04/2026,google / cpc,Performance -Guanabara-App-Engajament,5764,268,33468.520029,Outros Canais
Site,20/01/2026,(direct) / (none),(direct),5758,612,111343.41004,Outros Canais
Site,23/01/2026,(direct) / (none),(direct),5743,604,96427.250025,Outros Canais
Site,07/01/2025,google / cpc,Performance -Guanabara-App-Engajament,5734,109,19793.940018,Outros Canais
Site,08/02/2026,google / cpc,Performance -Guanabara-App-Engajament,5722,259,32022.890066000007,Outros Canais
Site,10/07/2025,(direct) / (none),(direct),5714,285,60917.89998,Outros Canais
Site,01/04/2026,(direct) / (none),(direct),5708,541,84192.879952,Outros Canais
Site,02/12/2025,(direct) / (none),(direct),5700,539,112088.850026,Outros Canais
Site,16/03/2026,google / cpc,Performance -Guanabara-App-Engajament,5674,258,34435.15995,Outros Canais
Site,11/07/2025,(direct) / (none),(direct),5659,285,59995.029981,Outros Canais
Site,15/04/2025,google / cpc,Performance -Guanabara-App-Engajament,5658,37,5369.469996,Outros Canais
Site,15/07/2025,(direct) / (none),(direct),5655,317,64913.63996,Outros Canais
Site,02/03/2026,google / cpc,Performance -Guanabara-App-Engajament,5648,256,34643.879989,Outros Canais
Site,11/03/2026,google / cpc,Performance -Guanabara-App-Engajament,5648,255,35080.720021,Outros Canais
Site,18/05/2025,google / cpc,Performance -Guanabara-App-Engajament,5644,40,5067.360018,Outros Canais
Site,25/11/2025,google / cpc,Performance -Guanabara-App-Engajament,5634,261,37576.12003700001,Outros Canais
Site,30/04/2026,(direct) / (none),(direct),5631,477,74514.710017,Outros Canais
Site,22/01/2026,(direct) / (none),(direct),5628,506,95895.005067,Outros Canais
Site,17/04/2026,(direct) / (none),(direct),5620,502,68710.54001100002,Outros Canais
Site,21/07/2025,(direct) / (none),(direct),5612,350,68213.739943,Outros Canais
Site,26/01/2026,(direct) / (none),(direct),5599,581,104596.13994800001,Outros Canais
Site,19/05/2026,google / cpc,P.Max-Geral-Brasil,5591,403,45704.10996799999,Outros Canais
Site,14/02/2026,google / cpc,Performance -Guanabara-App-Engajament,5586,244,33349.580028000004,Outros Canais
Site,20/08/2025,google / cpc,Performance -Guanabara-App-Engajament,5583,186,34810.050009,Outros Canais
Site,23/11/2025,google / cpc,Performance -Guanabara-App-Engajament,5583,225,34363.559994999996,Outros Canais
Site,26/11/2025,google / cpc,Performance -Guanabara-App-Engajament,5577,259,35307.150026999996,Outros Canais
Site,17/07/2025,(direct) / (none),(direct),5572,312,63067.420029,Outros Canais
Site,16/04/2025,google / cpc,Performance -Guanabara-App-Engajament,5561,49,6997.510002000001,Outros Canais
Site,08/07/2025,(direct) / (none),(direct),5541,315,57566.349996,Outros Canais
Site,07/12/2025,(direct) / (none),(direct),5541,523,103210.569967,Outros Canais
Site,14/04/2025,(direct) / (none),(direct),5539,173,34977.960019,Outros Canais
Site,24/11/2025,google / cpc,Performance -Guanabara-App-Engajament,5537,263,39302.97002,Outros Canais
Site,19/02/2026,google / cpc,Performance -Guanabara-App-Engajament,5533,200,27926.569993999998,Outros Canais
Site,18/05/2026,google / cpc,P.Max-Geral-Brasil,5532,461,55082.789979,Outros Canais
Site,25/11/2025,(direct) / (none),(direct),5531,593,102083.804984,Outros Canais
